"Category","Occurrence","Action item","Subject","Group","Description","Documentation references","Recommended action","Filtered","Estimated complexity"
"type","Schemas.SYS.User Defined Types.KUPC$_MT_COL_INFO","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_MT_INFO","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_OPEN","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_PAR_CON","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_POST_MT_INIT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_RELEASE_FILES","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_RESTART","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_SEQUENTIAL_FILE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_SET_PARALLEL","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_SET_PARAMETER","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_SHADOW_MSG","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_SQL_FILE_JOB","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_START_JOB","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_STOP_JOB","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_TABLE_DATA","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_TABLE_DATA_ARRAY","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_UNLOAD_DATA","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_UNLOAD_METADATA","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_WORKERERROR","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_WORKER_EXIT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_WORKER_FILE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_WORKER_FILE_LIST","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_WORKER_GET_PWD","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_WORKER_LOG_ENTRY","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.KUPC$_WORKER_MSG","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.LCR$_DDL_RECORD","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.LCR$_PROCEDURE_PARAMETER","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.LCR$_PROCEDURE_RECORD","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.LCR$_ROW_RECORD","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.LOGMNR$ALWAYSSUPLOG_SREC","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.MVAGGRAWBITOR_TYP","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.MVSCHEDULEENTRY","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.OLAPIMPL_T","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.OLAPRANCURIMPL_T","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.OLAP_SRF_T","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.ORA_DMSB_NODE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.ORA_DM_TREE_NODE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.RE$NV_LIST","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.SAM_MEASURE_SPEC_R","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.SAM_RELATION_SPEC_R","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.SCHEDULER$_BATCHERR_VIEW_T","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.SQLSET_ROW","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.SQL_PLAN_ALLSTAT_ROW_TYPE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.URITYPE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_ADV_ABSTRACT_T","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_ADV_COMPRESSION_T","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_ADV_HDM_T","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_ADV_OBJSPACE_TREND_T","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_ADV_SQLACCESS_ADV","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_ADV_SQLTUNE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_ADV_TUNEMVIEW_ADV","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_ADV_UNDO_ADV","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_ADV_WORKLOAD","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_REPT_PLAN_DIFF","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_REPT_SQLMONITOR","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_REPT_SQLPI","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_REPT_SQLT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.WRI$_REPT_XPLAN","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.XDBURITYPE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.XMLBINARYINPUTSTREAM","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.XMLBINARYOUTPUTSTREAM","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.XMLCHARACTERINPUTSTREAM","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.XMLCHARACTEROUTPUTSTREAM","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.XMLGENFORMATTYPE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.SYS.User Defined Types.XMLTYPE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.WMSYS.User Defined Types.WM$CONFLICT_PAYLOAD_TYPE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.WMSYS.User Defined Types.WM$ED_UNDO_CODE_NODE_TYPE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.WMSYS.User Defined Types.WM$LOCK_INFO_TYPE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.WMSYS.User Defined Types.WM_CONCAT_IMPL","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.XDB.User Defined Types.PATH_LINKINFO","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"type","Schemas.XDB.User Defined Types.XDBHI_IM","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.APEXWS","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.APEX_MIG_PROJECTS_UPDATE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.APEX_UI_DEFAULT_UPDATE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.HTMLDB_CUSTOM_AUTH","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.HTMLDB_ITEM","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.HTMLDB_LANG","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.HTMLDB_SITE_ADMIN_PRIVS","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.HTMLDB_UTIL","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_CALCULATOR","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_CRYPT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_ADMIN_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_AJAX","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_ASSERT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_AUDIT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_BUILDER","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CACHE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CALENDAR3","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CALENDAR_AJAX","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CHECK","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_COLLECTION","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_COLLECTIONS_SHOWCASE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CONDITIONS","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_COPY_METADATA","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_COPY_PAGE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_COPY_UTIL","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CREATE_APP_FROM_QUERY","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CREATE_MODEL_APP","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CSS_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CSS_API_PRIVATE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CUSTOMIZE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CUSTOM_AUTH","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CUSTOM_AUTH_LDAP","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_CUSTOM_AUTH_STD","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_DATALOAD_XML","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_DATA_QUICK_FLOW","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_DEVELOPER_TOOLBAR","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_DISP_PAGE_PLUGS","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_DML","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_DOWNLOAD","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_DRAG_LAYOUT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_EDIT_REPORT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_ELEMENT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_EPG_INCLUDE_MODULES","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_F4000_UTIL","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_FILE_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_FILE_MGR","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_FLASH_CHART","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_FLASH_CHART2","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_FLASH_CHART_UTIL","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_FND_DEVELOPER_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_FND_USER_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_FORMS","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_FORM_CONTROL","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_GENERATE_DDL","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_GENERATE_TABLE_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_GENERIC_ATTR","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_GEN_API2","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_GEN_HINT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_HELP","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_HINT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_HTML_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_HTML_API_PRIVATE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_ID","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_IMAGE_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_IMAGE_API_PRIVATE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_IMAGE_GENERATOR","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_IMP_PARSER","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
